importer1,importer2,flow1
Boerum Hill,Mott Haven,52
Boerum Hill,Parkchester,26
Boerum Hill,Williamsburg,13669
Borough Park,Boerum Hill,335
Borough Park,Chinatown,72
Borough Park,East Village,184
Borough Park,Flatbush,8
Borough Park,Middle Village,6
Borough Park,Springfield Gardens,9
Borough Park,Williamsburg,319
Brownsville,Bushwick,70
Brownsville,Greenwich Village,12
Brownsville,Jackson Heights,6
Brownsville,North Sutton Area,6
Brownsville,Upper West Side,14
Brownsville,Utopia,5
Bushwick,Harlem,146
Bushwick,Woodhaven-Richmond Hill,88
Canarsie,Financial District,33
Canarsie,Forest Hills,8
Canarsie,Murray Hill,15
Carnegie Hill,Bedford Park,218
Carnegie Hill,Dyker Heights,32
Carnegie Hill,Upper West Side,265834
Carnegie Hill,Williamsburg,2102
Carnegie Hill,Yorkville,53497
Carroll Gardens,Dyker Heights,464
Carroll Gardens,Flatbush,46
Carroll Gardens,Kings Bridge,20
Carroll Gardens,Queensboro Hill,23
Central Park,Carnegie Hill,74935
Central Park,Corona,12
Central Park,Morris Heights,161
Central Park,Ridgewood,342
Central Park,Utopia,230
Chelsea,Borough Park,4981
Chelsea,Douglastown-Little Neck,533
Chelsea,East Harlem,21555
Chelsea,Jamaica,1926
Chelsea,Little Italy,98708
Chelsea,Mapleton-Flatlands,5137
Chelsea,Morris Heights,1173
Chelsea,Mott Haven,3438
Chelsea,Nkew Gardens,3105
Astoria-Long Island City,Canarsie,120
Astoria-Long Island City,Chinatown,680
Astoria-Long Island City,Midtown,64664
Astoria-Long Island City,Queens Village,195
Astoria-Long Island City,Spuyten Duyvil,55
Auburndale,Mapleton-Flatlands,6
Battery Park,Astoria-Long Island City,2375
Battery Park,Douglastown-Little Neck,95
Battery Park,Inwood,269
Battery Park,Jackson Heights,749
Battery Park,Mott Haven,155
Battery Park,Woodlawn-Nordwood,21
Bay Ridge,Bay Ridge,2720
Bay Ridge,Canarsie,56
Bay Ridge,East Village,53
Bay Ridge,Fort Green,126
Bay Ridge,Lower East Side,61
Bay Ridge,Morris Heights,6
Bay Ridge,Williamsburg,155
Baychester,Upper West Side,8
Bedford Park,Bedford-Stuyvesant,7
Bedford Park,Fordham,117
Bedford Park,Riverdale,39
Bedford Park,Sunny Side,6
Bedford-Stuyvesant,Bedford-Stuyvesant,19920
Bedford-Stuyvesant,Fordham,20
Bedford-Stuyvesant,Mott Haven,30
Bensonhurst,Hamilton Heights,9
Boerum Hill,Queens Village,9
Boerum Hill,South Bronx,59
Borough Park,Gramercy,369
Borough Park,Greenwood,272
Borough Park,High Bridge,8
Borough Park,North Sutton Area,34
Borough Park,Soho,190
Borough Park,Sunset Park,365
Borough Park,Tribeca,162
Brownsville,Park Slope,19
Bushwick,Financial District,284
Bushwick,Gramercy,598
Bushwick,Middle Village,64
Bushwick,Midtown,506
Bushwick,Ridgewood,1543
Canarsie,Downtown,15
Canarsie,Fort Green,35
Canarsie,Middle Village,6
Canarsie,Sunny Side,12
Carnegie Hill,Bay Ridge,215
Carnegie Hill,Jamaica,147
Carnegie Hill,Upper East Side,661571
Carroll Gardens,Auburndale,20
Carroll Gardens,Battery Park,3534
Carroll Gardens,Bensonhurst,356
Carroll Gardens,Brownsville,165
Carroll Gardens,Country Club,8
Carroll Gardens,Financial District,10933
Carroll Gardens,Midtown,14410
Carroll Gardens,Parkchester,11
Central Park,Cobble Hill,399
Central Park,Queens Village,19
Central Park,Soho,15781
Chelsea,Astoria-Long Island City,54266
Chelsea,East Brooklyn,1261
Chelsea,East Village,425500
Chelsea,Harlem,63631
Chelsea,Lower East Side,226176
Chelsea,Queens Village,267
Chelsea,Woodhaven-Richmond Hill,1372
Chinatown,Carroll Gardens,2501
City Island,Gramercy,6
Clearview,Auburndale,16
Clearview,Middle Village,6
Clinton,Auburndale,332
Clinton,Glendale,497
Clinton,Saintalbans,212
Clinton,Throggs Neck,604
Cobble Hill,Bedford Park,7
Cobble Hill,Chelsea,4963
Cobble Hill,Harlem,119
Cobble Hill,Middle Village,49
Corona,East Village,75
Corona,Fort Green,98
Corona,Greenwich Village,119
Corona,Williamsburg,56
Corona,Yorkville,59
Country Club,Baychester,27
Country Club,Canarsie,6
Country Club,Harlem,15
Country Club,Kings Bridge,10
Country Club,Morningside Heights,7
Country Club,Murray Hill,7
Country Club,Yorkville,9
Douglastown-Little Neck,Battery Park,14
Douglastown-Little Neck,Bushwick,11
Douglastown-Little Neck,Carnegie Hill,7
Douglastown-Little Neck,Cobble Hill,6
Douglastown-Little Neck,Douglastown-Little Neck,1590
Downtown,Morris Heights,41
Downtown,Tremont,56
Downtown,University Heights,38
Downtown,Washington Heights,617
Dyker Heights,Sunset Park,44
East Brooklyn,Astoria-Long Island City,16
East Brooklyn,Garment District,44
East Brooklyn,Gramercy,46
East Brooklyn,Morningside Heights,8
East Brooklyn,University Heights,8
East Brooklyn,Washington Heights,11
East Brooklyn,Yorkville,14
East Harlem,Inwood,938
East Harlem,Murray Hill,5728
East Harlem,Yorkville,63585
East Village,Gravesend-Sheepshead Bay,2766
East Village,Murray Hill,230911
East Village,Tremont,634
Financial District,Bedford-Stuyvesant,12347
Financial District,Douglastown-Little Neck,370
Financial District,Park Slope,23855
Financial District,South Bronx,779
Financial District,Union Port,208
Flatbush,Garment District,8
Flatbush,Greenwood,9
Flushing,Auburndale,258
Flushing,Bedford Park,13
Flushing,Cobble Hill,13
Flushing,Harlem,78
Flushing,Midtown,1925
Flushing,Murray Hill,446
Flushing,Queens Village,24
Flushing,The Rockaways,9
Flushing,Williamsburg,114
Flushing,Woodside,203
Fordham,Jackson Heights,9
Fordham,South Bronx,83
Forest Hills,Fordham,12
Forest Hills,Upper West Side,770
Fort Green,Cobble Hill,4306
Fort Green,Laurelton,47
Fort Green,Little Italy,3365
Fort Green,Murray Hill,3894
Fort Green,Nkew Gardens,245
Fort Green,University Heights,34
Fort Green,Washington Heights,734
Fort Green,Woodhaven-Richmond Hill,225
Garment District,East Village,218704
Garment District,Riverdale,2627
Garment District,Sunny Side,34385
Garment District,Woodlawn-Nordwood,868
Garment District,Woodside,9446
Glendale,Auburndale,7
Glendale,Bushwick,66
Glendale,East Harlem,7
Glendale,Laurelton,7
Gramercy,Battery Park,107915
Gramercy,Chelsea,987020
Gramercy,Dyker Heights,1792
Gramercy,Laurelton,133
Gramercy,Middle Village,3594
Gramercy,Morningside Heights,25773
Gravesend-Sheepshead Bay,Baychester,6
Gravesend-Sheepshead Bay,Canarsie,167
Gravesend-Sheepshead Bay,Dyker Heights,36
Gravesend-Sheepshead Bay,Middle Village,6
Gravesend-Sheepshead Bay,Ridgewood,8
Gravesend-Sheepshead Bay,Springfield Gardens,9
Gravesend-Sheepshead Bay,Utopia,8
Gravesend-Sheepshead Bay,Williamsburg,29
Greenwich Village,Chinatown,39822
Greenwich Village,Glendale,725
Greenwood,Clinton,163
Greenwood,Flushing,12
Greenwood,Maspeth,12
Greenwood,North Sutton Area,30
Greenwood,Soho,144
Greenwood,Tribeca,204
Hamilton Heights,Dyker Heights,24
Hamilton Heights,Fort Green,411
Hamilton Heights,High Bridge,1189
Hamilton Heights,Sunset Park,115
Harlem,Gravesend-Sheepshead Bay,49
Harlem,Hamilton Heights,29501
Harlem,Morris Park,427
Harlem,University Heights,639
Harlem,Washington Heights,18246
High Bridge,Gramercy,198
High Bridge,Riverdale,34
Hunts Point,Garment District,25
Hunts Point,Little Italy,6
Hunts Point,Utopia,6
Inwood,Fordham,127
Inwood,Queens Village,6
Jackson Heights,Country Club,49
Jackson Heights,High Bridge,192
Jackson Heights,Hunts Point,71
Jackson Heights,Laurelton,26
Jackson Heights,Mapleton-Flatlands,109
Jackson Heights,Morningside Heights,628
Jackson Heights,Sunset Park,132
Jamaica,South Bronx,19
Kings Bridge,Clinton,19
Kings Bridge,Downtown,7
Kings Bridge,Financial District,13
Kings Bridge,Maspeth,6
Kings Bridge,Morris Heights,35
Kings Bridge,South Bronx,46
Kings Bridge,The Rockaways,6
Kings Bridge,Tribeca,9
Laurelton,Chelsea,11
Laurelton,Cobble Hill,6
Laurelton,Flushing,7
Laurelton,Fort Green,8
Laurelton,Garment District,18
Laurelton,Inwood,6
Laurelton,Mapleton-Flatlands,6
Laurelton,Murray Hill,15
Little Italy,Borough Park,972
Little Italy,Corona,9
Little Italy,Greenwich Village,132927
Little Italy,Murray Hill,51515
Little Italy,North Sutton Area,6660
Little Italy,Ridgewood,923
Little Italy,The Rockaways,50
Little Italy,Utopia,237
Lower East Side,Canarsie,946
Lower East Side,Mapleton-Flatlands,3932
Lower East Side,Murray Hill,107830
Lower East Side,Queens Village,130
Mapleton-Flatlands,Gramercy,207
Mapleton-Flatlands,Morris Park,7
Mapleton-Flatlands,The Rockaways,19
Maspeth,Greenwich Village,302
Maspeth,Jackson Heights,298
Maspeth,Upper West Side,191
Maspeth,Washington Heights,15
Middle Village,Fort Green,17
Middle Village,Jamaica,23
Middle Village,Laurelton,6
Middle Village,Little Italy,8
Middle Village,Nkew Gardens,63
Midtown,Laurelton,816
Midtown,Spuyten Duyvil,5069
Midtown,Steinway,22
Morningside Heights,Gramercy,19375
Morningside Heights,Park Slope,918
Morningside Heights,Union Port,122
Morningside Heights,Williams Bridge,147
Morris Heights,Bedford-Stuyvesant,7
Morris Heights,Forest Hills,9
Morris Heights,Garment District,27
Morris Park,Country Club,27
Morris Park,Gramercy,19
Morris Park,Hamilton Heights,19
Morris Park,Morris Park,510
Morris Park,Parkchester,102
Mott Haven,Carnegie Hill,117
Mott Haven,Greenwood,11
Mott Haven,Steinway,8
Murray Hill,Bushwick,3263
Murray Hill,Cobble Hill,3157
Murray Hill,North Sutton Area,66823
Murray Hill,Ridgewood,1874
Murray Hill,Soundview,748
Murray Hill,Upper East Side,656301
Murray Hill,Wakefield-Williamsbridge,322
Nkew Gardens,Bensonhurst,7
Nkew Gardens,Brownsville,13
Nkew Gardens,Flushing,442
Nkew Gardens,Jamaica,599
Nkew Gardens,Morris Park,9
Nkew Gardens,Parkchester,14
Nkew Gardens,The Rockaways,25
Nkew Gardens,Throggs Neck,11
Nkew Gardens,Utopia,1584
North Sutton Area,Forest Hills,2655
North Sutton Area,Gramercy,185531
North Sutton Area,Soundview,428
Park Slope,Clinton,1117
Park Slope,Glendale,44
Park Slope,Greenwich Village,3301
Park Slope,Kings Bridge,49
Park Slope,Lower East Side,4329
Park Slope,Maspeth,79
Park Slope,Park Slope,35712
Park Slope,South Bronx,35
Park Slope,Tribeca,1559
Park Slope,Union Port,11
Parkchester,Boerum Hill,6
Parkchester,Lower East Side,19
Parkchester,University Heights,12
Parkchester,Washington Heights,49
Parkchester,Woodhaven-Richmond Hill,10
Queens Village,Battery Park,8
Queensboro Hill,Astoria-Long Island City,52
Queensboro Hill,Greenwich Village,9
Queensboro Hill,Hamilton Heights,6
Queensboro Hill,Middle Village,8
Ridgewood,Battery Park,11
Ridgewood,Bushwick,587
Ridgewood,Jamaica,34
Ridgewood,Morris Park,6
Ridgewood,Springfield Gardens,8
Riverdale,Kings Bridge,145
Riverdale,Lower East Side,15
Riverdale,Soho,7
Riverdale,Wakefield-Williamsbridge,12
Saintalbans,Canarsie,10
Saintalbans,Hamilton Heights,6
Soho,Flatbush,39
Soho,High Bridge,573
Soho,Mott Haven,779
Soho,Riverdale,603
Soho,Sunset Park,2560
Soundview,Central Park,15
Soundview,Jamaica,6
South Bronx,East Village,42
South Bronx,Garment District,80
South Bronx,Queens Village,7
South Bronx,Springfield Gardens,6
South Bronx,Williamsburg,13
Springfield Gardens,Chinatown,16
Springfield Gardens,Clinton,149
Springfield Gardens,Dyker Heights,10
Springfield Gardens,Maspeth,8
Springfield Gardens,Throggs Neck,6
Springfield Gardens,Tribeca,68
Springfield Gardens,Upper East Side,239
Springfield Gardens,West Village,52
Spuyten Duyvil,Central Park,8
Spuyten Duyvil,Park Slope,6
Spuyten Duyvil,Union Port,6
Spuyten Duyvil,Washington Heights,55
Spuyten Duyvil,Williams Bridge,8
Sunny Side,City Island,7
Sunny Side,Corona,20
Sunny Side,Kings Bridge,100
Sunny Side,Mott Haven,509
Sunny Side,Utopia,749
Sunset Park,Astoria-Long Island City,55
Sunset Park,Mapleton-Flatlands,227
Sunset Park,Middle Village,9
Sunset Park,Mott Haven,7
The Rockaways,Lower East Side,6
Throggs Neck,Greenwich Village,7
Throggs Neck,North Sutton Area,7
Throggs Neck,Upper East Side,21
Tremont,Chinatown,7
Tremont,High Bridge,80
Tremont,Hunts Point,26
Tremont,Jackson Heights,7
Tremont,Morningside Heights,14
Tremont,Sunset Park,6
Tremont,Throggs Neck,19
Tribeca,Bensonhurst,998
Tribeca,Brownsville,436
Tribeca,Sunny Side,6566
Tribeca,Tremont,198
Union Port,Morris Heights,19
Union Port,Woodlawn-Nordwood,7
University Heights,Little Italy,9
Upper East Side,Astoria-Long Island City,127431
Upper East Side,Carnegie Hill,761523
Upper East Side,Greenwood,2579
Upper East Side,Inwood,9434
Upper East Side,Upper East Side,6840370
Upper West Side,Baychester,222
Upper West Side,Dyker Heights,334
Upper West Side,Hamilton Heights,128791
Upper West Side,Lower East Side,64354
Utopia,Financial District,184
Utopia,Fort Green,26
Utopia,Gravesend-Sheepshead Bay,11
Utopia,The Rockaways,8
Wakefield-Williamsbridge,Jackson Heights,6
Wakefield-Williamsbridge,Upper West Side,17
Washington Heights,Flushing,103
Washington Heights,Wakefield-Williamsbridge,115
West Village,Astoria-Long Island City,20036
West Village,Borough Park,2074
West Village,City Island,12
West Village,Flushing,556
West Village,Fort Green,30309
West Village,Little Italy,67743
West Village,Lower East Side,132027
West Village,Mapleton-Flatlands,2310
West Village,Nkew Gardens,977
West Village,North Sutton Area,14798
Williams Bridge,Gravesend-Sheepshead Bay,6
Williams Bridge,Morris Heights,17
Williamsburg,Country Club,14
Williamsburg,Laurelton,21
Williamsburg,The Rockaways,40
Williamsburg,Woodside,2185
Woodhaven-Richmond Hill,Bushwick,55
Woodhaven-Richmond Hill,Douglastown-Little Neck,26
Woodhaven-Richmond Hill,The Rockaways,27
Woodlawn-Nordwood,Baychester,6
Woodlawn-Nordwood,Hamilton Heights,8
Woodlawn-Nordwood,Inwood,15
Woodlawn-Nordwood,Jackson Heights,6
Woodlawn-Nordwood,Wakefield-Williamsbridge,42
Woodside,Central Park,809
Woodside,Dyker Heights,13
Woodside,Glendale,111
Woodside,Lower East Side,992
Woodside,South Bronx,113
Woodside,Spuyten Duyvil,11
Yorkville,Baychester,82
Yorkville,Clinton,21572
Yorkville,Douglastown-Little Neck,90
Yorkville,High Bridge,2232
Yorkville,Maspeth,235
Yorkville,Sunset Park,158
Yorkville,Tribeca,4021
Astoria-Long Island City,Forest Hills,5812
Astoria-Long Island City,Gravesend-Sheepshead Bay,275
Astoria-Long Island City,High Bridge,803
Astoria-Long Island City,Sunset Park,430
Astoria-Long Island City,Tremont,457
Auburndale,Lower East Side,8
Battery Park,Bedford-Stuyvesant,1425
Battery Park,Hamilton Heights,730
Battery Park,Laurelton,20
Battery Park,Morris Park,75
Battery Park,Parkchester,154
Battery Park,Upper East Side,58224
Battery Park,Woodhaven-Richmond Hill,166
Bay Ridge,Astoria-Long Island City,30
Bay Ridge,Battery Park,30
Bay Ridge,Fordham,6
Bay Ridge,High Bridge,6
Bay Ridge,Mapleton-Flatlands,199
Bay Ridge,Mott Haven,7
Baychester,Fordham,14
Baychester,Soundview,9
Baychester,Woodlawn-Nordwood,7
Bedford Park,Carnegie Hill,7
Bedford Park,Kings Bridge,100
Bedford Park,South Bronx,50
Bedford-Stuyvesant,Cobble Hill,243
Bedford-Stuyvesant,Inwood,26
Bensonhurst,Bensonhurst,1084
Bensonhurst,Brownsville,10
Bensonhurst,Bushwick,12
Bensonhurst,Forest Hills,11
Bensonhurst,The Rockaways,6
Boerum Hill,Bedford-Stuyvesant,12252
Boerum Hill,Borough Park,2171
Boerum Hill,Fort Green,29711
Boerum Hill,Hamilton Heights,260
Boerum Hill,Little Italy,1438
Boerum Hill,Nkew Gardens,89
Boerum Hill,Riverdale,19
Borough Park,Astoria-Long Island City,71
Borough Park,Borough Park,8807
Borough Park,East Brooklyn,27
Borough Park,Little Italy,62
Borough Park,Morningside Heights,21
Borough Park,Nkew Gardens,13
Brownsville,Astoria-Long Island City,12
Brownsville,Central Park,9
Brownsville,Chelsea,23
Brownsville,Garment District,16
Brownsville,Queens Village,10
Bushwick,Astoria-Long Island City,593
Bushwick,East Brooklyn,306
Bushwick,Glendale,174
Bushwick,Hunts Point,8
Bushwick,Tremont,9
Bushwick,Woodlawn-Nordwood,6
Canarsie,Astoria-Long Island City,9
Canarsie,Hamilton Heights,6
Canarsie,Mott Haven,6
Canarsie,The Rockaways,16
Canarsie,Woodhaven-Richmond Hill,11
Carnegie Hill,Borough Park,223
Carnegie Hill,Canarsie,25
Carnegie Hill,Carnegie Hill,70235
Carnegie Hill,Little Italy,2039
Carnegie Hill,Mapleton-Flatlands,211
Carnegie Hill,Morningside Heights,23994
Carnegie Hill,Nkew Gardens,184
Carnegie Hill,Sunny Side,1904
Carnegie Hill,Tribeca,8382
Carroll Gardens,Carnegie Hill,390
Carroll Gardens,Hamilton Heights,179
Carroll Gardens,Queens Village,8
Carroll Gardens,Soundview,8
Carroll Gardens,South Bronx,39
Carroll Gardens,Tremont,9
Central Park,Canarsie,54
Central Park,Chelsea,55823
Central Park,City Island,11
Central Park,Downtown,1210
Central Park,Forest Hills,1025
Central Park,Fort Green,1881
Central Park,Upper East Side,470888
Central Park,Wakefield-Williamsbridge,88
Chelsea,Boerum Hill,13788
Chelsea,Flatbush,38
Chelsea,Fort Green,61734
Chelsea,Soundview,1279
Chinatown,Flatbush,13
Chinatown,Fordham,86
Chinatown,Riverdale,66
Clinton,Borough Park,2376
Clinton,City Island,45
Clinton,Little Italy,26329
Clinton,Mapleton-Flatlands,2501
Clinton,Morningside Heights,28984
Clinton,Nkew Gardens,1905
Clinton,Soho,100361
Clinton,Woodside,5609
Cobble Hill,Battery Park,1417
Cobble Hill,Flushing,48
Cobble Hill,Jackson Heights,223
Cobble Hill,Park Slope,7120
Cobble Hill,Ridgewood,74
Cobble Hill,Upper West Side,2057
Corona,Battery Park,63
Corona,Downtown,61
Corona,High Bridge,17
Corona,Mott Haven,12
Corona,Riverdale,13
Corona,Spuyten Duyvil,9
Corona,Sunset Park,15
Country Club,Country Club,231
Douglastown-Little Neck,Bedford-Stuyvesant,8
Douglastown-Little Neck,Jamaica,86
Douglastown-Little Neck,Morningside Heights,8
Douglastown-Little Neck,Woodhaven-Richmond Hill,15
Downtown,Borough Park,1575
Downtown,Flushing,327
Downtown,Little Italy,4417
Downtown,Nkew Gardens,366
Downtown,Queens Village,22
Downtown,Riverdale,93
Dyker Heights,Bushwick,7
Dyker Heights,Carroll Gardens,16
Dyker Heights,Clinton,16
Dyker Heights,Middle Village,6
Dyker Heights,Tribeca,13
Dyker Heights,Yorkville,8
East Brooklyn,Bay Ridge,11
East Brooklyn,Glendale,16
East Brooklyn,High Bridge,6
East Brooklyn,Morris Heights,6
East Brooklyn,Springfield Gardens,17
East Brooklyn,Sunset Park,13
East Harlem,Fordham,496
East Harlem,Kings Bridge,285
East Harlem,University Heights,478
East Village,Canarsie,670
East Village,Downtown,21742
East Village,Fort Green,76644
East Village,Greenwich Village,477700
East Village,North Sutton Area,44482
Financial District,Astoria-Long Island City,12654
Financial District,Corona,22
Financial District,Forest Hills,4646
Financial District,Hamilton Heights,3280
Financial District,Jamaica,1027
Financial District,Middle Village,1334
Financial District,Woodhaven-Richmond Hill,903
Financial District,Yorkville,10336
Flatbush,Central Park,6
Flatbush,Midtown,11
Flushing,Battery Park,95
Flushing,Bedford-Stuyvesant,46
Flushing,Country Club,10
Flushing,Gramercy,548
Flushing,Tremont,12
Flushing,Wakefield-Williamsbridge,6
Fordham,Carnegie Hill,8
Fordham,Upper East Side,55
Fordham,Utopia,6
Forest Hills,Gramercy,1319
Forest Hills,Morris Heights,11
Forest Hills,Soundview,18
Forest Hills,University Heights,51
Forest Hills,Washington Heights,283
Fort Green,Bushwick,9389
Fort Green,East Village,14035
Fort Green,Fort Green,74495
Fort Green,Jamaica,252
Fort Green,Lower East Side,15931
Fort Green,North Sutton Area,685
Fort Green,The Rockaways,81
Fort Green,Williamsburg,38651
Garment District,Astoria-Long Island City,55909
Garment District,Chelsea,634839
Garment District,Gramercy,853845
Garment District,Morris Park,1262
Gramercy,Auburndale,623
Gramercy,Flatbush,54
Gramercy,Greenwich Village,819548
Gramercy,Morris Park,1133
Gramercy,North Sutton Area,117506
Gramercy,Soho,389604
Gramercy,Springfield Gardens,402
Gravesend-Sheepshead Bay,Battery Park,24
Gravesend-Sheepshead Bay,Cobble Hill,22
Greenwich Village,Bay Ridge,8421
Greenwich Village,Central Park,42431
Greenwich Village,East Brooklyn,1173
Greenwich Village,Jamaica,1340
Greenwich Village,Murray Hill,283789
Greenwich Village,Upper West Side,241609
